"","Alpha_2","Name","Station","ICAO","IATA","SYNOP","LAT","LONG","ELEV"
"9669",NA,"St. Vin. And Gren.","   RUNDU            ","FYRU  ","      ","68018 "," 17 55S "," 019 46E ","1100  "
"9670",NA,"St. Vin. And Gren.","   TERRACE BAY      ","FYTE  ","      ","      "," 19 58S "," 013 01E ","   5  "
"9671",NA,"St. Vin. And Gren.","   TSUMKWE          ","FYTK  ","      ","      "," 19 35S "," 020 27E ","1152  "
"9672",NA,"St. Vin. And Gren.","   TSUMEB           ","FYTM  ","      ","      "," 19 16S "," 017 44E ","1327  "
"9673",NA,"St. Vin. And Gren.","   OTJINENE         ","FYTN  ","      ","      "," 21 08S "," 018 47E "," 443  "
"9674",NA,"St. Vin. And Gren.","   WALVIS BAY       ","FYWB  ","      ","      "," 22 59S "," 014 39E ","  46  "
"9675",NA,"St. Vin. And Gren.","   EROS AIRPORT     ","FYWE  ","      ","      "," 22 37S "," 017 05E ","1700  "
"9676",NA,"St. Vin. And Gren.","   J. G. STRIJDOM   ","FYWH  ","      ","68112 "," 22 28S "," 017 28E ","1700  "
"9677",NA,"St. Vin. And Gren.","   WINDHOEK         ","FYWW  ","      ","      "," 22 34S "," 017 06E ","1725  "
"9678",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9679",NA,"St. Vin. And Gren.","AFGHANISTAN        0","6-AUG-","07",NA,NA,NA,NA
"9680",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9681",NA,"St. Vin. And Gren.","BAHRAIN            2","7-DEC-","01",NA,NA,NA,NA
"9682",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9683",NA,"St. Vin. And Gren.","SAUDI ARABIA       3","0-APR-","13",NA,NA,NA,NA
"9684",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9685",NA,"St. Vin. And Gren.","IRAN, ISLAMIC REP  3","0-APR-","13",NA,NA,NA,NA
"9686",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9687",NA,"St. Vin. And Gren.","JORDAN             2","7-DEC-","01",NA,NA,NA,NA
"9688",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9689",NA,"St. Vin. And Gren.","KUWAIT             2","7-DEC-","01",NA,NA,NA,NA
"9690",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9691",NA,"St. Vin. And Gren.","LEBANON            2","7-DEC-","01",NA,NA,NA,NA
"9692",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9693",NA,"St. Vin. And Gren.","U. ARAB EMIRATES   3","0-APR-","13",NA,NA,NA,NA
"9694",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9695",NA,"St. Vin. And Gren.","OMAN               2","7-DEC-","01",NA,NA,NA,NA
"9696",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9697",NA,"St. Vin. And Gren.","PAKISTAN           3","0-APR-","13",NA,NA,NA,NA
"9698",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9699",NA,"St. Vin. And Gren.","IRAQ               3","0-APR-","13",NA,NA,NA,NA
"9700",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9701",NA,"St. Vin. And Gren.","SYRIA              3","0-APR-","13",NA,NA,NA,NA
"9702",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9703",NA,"St. Vin. And Gren.","QATAR              2","7-DEC-","01",NA,NA,NA,NA
"9704",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9705",NA,"St. Vin. And Gren.","YEMEN              2","2-OCT-","13",NA,NA,NA,NA
"9706",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9707",NA,"St. Vin. And Gren.","KAZAKHSTAN         3","0-APR-","13",NA,NA,NA,NA
"9708",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9709",NA,"St. Vin. And Gren.","AZERBAIJAN         3","0-APR-","13",NA,NA,NA,NA
"9710",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9711",NA,"St. Vin. And Gren.","KYRGYZSTAN         3","0-APR-","13",NA,NA,NA,NA
"9712",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9713",NA,"St. Vin. And Gren.","GEORGIA            2","6-APR-","06",NA,NA,NA,NA
"9714",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9715",NA,"St. Vin. And Gren.","ARMENIA            2","4-JUN-","05",NA,NA,NA,NA
"9716",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9717",NA,"St. Vin. And Gren.","RUSSIAN FEDERATION 0","3-DEC-","13",NA,NA,NA,NA
"9718",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9719",NA,"St. Vin. And Gren.","UKRAINE            3","0-APR-","13",NA,NA,NA,NA
"9720",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9721",NA,"St. Vin. And Gren.","LATVIA             0","9-SEP-","10",NA,NA,NA,NA
"9722",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9723",NA,"St. Vin. And Gren.","BELARUS            0","8-JAN-","04",NA,NA,NA,NA
"9724",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9725",NA,"St. Vin. And Gren.","TURKMENISTAN       0","2-DEC-","13",NA,NA,NA,NA
"9726",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9727",NA,"St. Vin. And Gren.","TADJIKISTAN        3","0-APR-","13",NA,NA,NA,NA
"9728",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9729",NA,"St. Vin. And Gren.","UZBEKISTAN         3","0-APR-","13",NA,NA,NA,NA
"9730",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9731",NA,"St. Vin. And Gren.","CHINA              3","0-APR-","13",NA,NA,NA,NA
"9732",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9733",NA,"St. Vin. And Gren.","TAIWAN             2","7-DEC-","01",NA,NA,NA,NA
"9734",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9735",NA,"St. Vin. And Gren.","JAPAN              3","0-APR-","13",NA,NA,NA,NA
"9736",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9737",NA,"St. Vin. And Gren.","KOREA              3","0-APR-","13",NA,NA,NA,NA
"9738",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9739",NA,"St. Vin. And Gren.","PHILIPPINES        0","6-OCT-","09",NA,NA,NA,NA
"9740",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9741",NA,"St. Vin. And Gren.","INDIA              0","9-DEC-","13",NA,NA,NA,NA
"9742",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9743",NA,"St. Vin. And Gren.","MYANMAR/BURMA      0","8-JAN-","04",NA,NA,NA,NA
"9744",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9745",NA,"St. Vin. And Gren.","SRI LANKA          2","7-DEC-","01",NA,NA,NA,NA
"9746",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9747",NA,"St. Vin. And Gren.","CAMBODIA           3","0-APR-","13",NA,NA,NA,NA
"9748",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9749",NA,"St. Vin. And Gren.","BANGLADESH         2","7-DEC-","01",NA,NA,NA,NA
"9750",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9751",NA,"St. Vin. And Gren.","HONG KONG          0","1-AUG-","06",NA,NA,NA,NA
"9752",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9753",NA,"St. Vin. And Gren.","LAO                3","0-APR-","13",NA,NA,NA,NA
"9754",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9755",NA,"St. Vin. And Gren.","MACAU              2","7-DEC-","01",NA,NA,NA,NA
"9756",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9757",NA,"St. Vin. And Gren.","NEPAL              2","7-DEC-","01",NA,NA,NA,NA
"9758",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9759",NA,"St. Vin. And Gren.","BHUTAN             1","4-AUG-","12",NA,NA,NA,NA
"9760",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9761",NA,"St. Vin. And Gren.","MALDIVES           0","5-JUL-","11",NA,NA,NA,NA
"9762",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9763",NA,"St. Vin. And Gren.","THAILAND           3","0-APR-","13",NA,NA,NA,NA
"9764",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9765",NA,"St. Vin. And Gren.","VIET NAM           0","3-DEC-","13",NA,NA,NA,NA
"9766",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9767",NA,"St. Vin. And Gren.","INDONESIA          0","9-DEC-","13",NA,NA,NA,NA
"9768",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9769",NA,"St. Vin. And Gren.","MALAYSIA           3","0-APR-","13",NA,NA,NA,NA
"9770",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9771",NA,"St. Vin. And Gren.","EAST TIMOR         2","7-DEC-","01",NA,NA,NA,NA
"9772",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9773",NA,"St. Vin. And Gren.","SINGAPORE          2","7-DEC-","01",NA,NA,NA,NA
"9774",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9775",NA,"St. Vin. And Gren.","SOLOMON ISLANDS    2","7-DEC-","01",NA,NA,NA,NA
"9776",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9777",NA,"St. Vin. And Gren.","PAPUA NEW GUINEA   1","4-AUG-","12",NA,NA,NA,NA
"9778",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9779",NA,"St. Vin. And Gren.","AUSTRALIA          0","3-DEC-","13",NA,NA,NA,NA
"9780",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9781",NA,"St. Vin. And Gren.","NEW ZEALAND        2","7-DEC-","01",NA,NA,NA,NA
"9782",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9783",NA,"St. Vin. And Gren.","ANTARCTICA         0","1-JUL-","07",NA,NA,NA,NA
"9784",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9785",NA,"St. Vin. And Gren.","VANUATU            0","5-JUL-","11",NA,NA,NA,NA
"9786",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9787",NA,"St. Vin. And Gren.","NEW CALEDONIA      0","5-JUL-","11",NA,NA,NA,NA
"9788",NA,"St. Vin. And Gren.",NA,NA,NA,NA,NA,NA,NA
"9789",NA,"St. Vin. And Gren.","FIJI/TONGA/TUVALU  2","3-DEC-","01",NA,NA,NA,NA
"9790","SR","Suriname","   JOHAN A. PENGEL  ","SMJP  ","      ","      "," 05 27N "," 055 10W ","  16  "
"9791","SR","Suriname","   NICKERIE FERNAND ","SMNI  ","      ","      "," 05 57N "," 057 02W ","  10  "
"9792","SR","Suriname","   SIPALIWINI       ","SMSI  ","      ","81251 "," 02 01N "," 056 07W "," 265  "
"9793","SR","Suriname","   STOELMANSEILAND  ","SMST  ","      ","81209 "," 04 20N "," 054 25W ","  52  "
"9794","SR","Suriname","   TAFELBERG/RUDI K ","SMTB  ","      ","81250 "," 03 46N "," 056 08W "," 323  "
"9795","SR","Suriname","   PARAMARIBO       ","SMZO  ","      ","      "," 05 49N "," 055 11W ","  10  "
"9796","SR","Suriname","   ZANDERY/PARAMARI ","SMZY  ","      ","81225 "," 05 27N "," 055 12W ","  15  "
"9797","TT","Trinidad and Tobago","   PIARCO INT AIRPT ","TTPP  ","      ","78970 "," 10 35N "," 061 21W ","  15  "
"9798","TT","Trinidad and Tobago","   CROWN PT/SCARBOR ","TTCP  ","      ","      "," 11 09N "," 060 51W ","   8  "
"9799","TT","Trinidad and Tobago","   PORT OF SPAIN    ","TTPS  ","      ","78967 "," 10 39N "," 061 31W ","   2  "
"9800","TT","Trinidad and Tobago","   CROWN POINT AIRP ","TTPT  ","      ","78962 "," 11 09N "," 060 50W ","   6  "
"9801",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9802",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9803",NA,"Turks and Caicos Is.","ALABAMA            1","6-DEC-","13",NA,NA,NA,NA
"9804",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9805",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9806",NA,"Turks and Caicos Is.","ARKANSAS           3","0-APR-","13",NA,NA,NA,NA
"9807",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9808",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9809",NA,"Turks and Caicos Is.","ARIZONA            3","0-APR-","13",NA,NA,NA,NA
"9810",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9811",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9812",NA,"Turks and Caicos Is.","CALIFORNIA         0","3-DEC-","13",NA,NA,NA,NA
"9813",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9814",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9815",NA,"Turks and Caicos Is.","COLORADO           0","3-DEC-","13",NA,NA,NA,NA
"9816",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9817",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9818",NA,"Turks and Caicos Is.","CONNECTICUT        0","9-SEP-","08",NA,NA,NA,NA
"9819",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9820",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9821",NA,"Turks and Caicos Is.","DELAWARE           1","6-DEC-","98",NA,NA,NA,NA
"9822",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9823",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9824",NA,"Turks and Caicos Is.","FLORIDA            0","3-DEC-","13",NA,NA,NA,NA
"9825",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9826",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9827",NA,"Turks and Caicos Is.","GEORGIA            3","0-APR-","13",NA,NA,NA,NA
"9828",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9829",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9830",NA,"Turks and Caicos Is.","HAWAII             3","0-APR-","13",NA,NA,NA,NA
"9831",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9832",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9833",NA,"Turks and Caicos Is.","IOWA               0","2-FEB-","11",NA,NA,NA,NA
"9834",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9835",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9836",NA,"Turks and Caicos Is.","IDAHO              1","4-APR-","11",NA,NA,NA,NA
"9837",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9838",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9839",NA,"Turks and Caicos Is.","ILLINOIS           1","0-FEB-","12",NA,NA,NA,NA
"9840",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9841",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9842",NA,"Turks and Caicos Is.","INDIANA            2","2-OCT-","13",NA,NA,NA,NA
"9843",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9844",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9845",NA,"Turks and Caicos Is.","KANSAS             2","8-FEB-","12",NA,NA,NA,NA
"9846",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9847",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9848",NA,"Turks and Caicos Is.","KENTUCKY           0","3-DEC-","13",NA,NA,NA,NA
"9849",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9850",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9851",NA,"Turks and Caicos Is.","LOUISIANA          1","1-MAR-","14",NA,NA,NA,NA
"9852",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9853",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9854",NA,"Turks and Caicos Is.","MASSACHUSETTS      0","4-SEP-","06",NA,NA,NA,NA
"9855",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9856",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9857",NA,"Turks and Caicos Is.","MARYLAND           1","3-FEB-","12",NA,NA,NA,NA
"9858",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9859",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9860",NA,"Turks and Caicos Is.","MAINE              2","2-MAR-","12",NA,NA,NA,NA
"9861",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9862",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9863",NA,"Turks and Caicos Is.","MICHIGAN           3","0-APR-","13",NA,NA,NA,NA
"9864",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9865",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9866",NA,"Turks and Caicos Is.","MINNESOTA          3","0-APR-","13",NA,NA,NA,NA
"9867",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9868",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9869",NA,"Turks and Caicos Is.","MISSOURI           3","0-APR-","13",NA,NA,NA,NA
"9870",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9871",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9872",NA,"Turks and Caicos Is.","MISSISSIPPI        0","3-DEC-","13",NA,NA,NA,NA
"9873",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9874",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9875",NA,"Turks and Caicos Is.","MONTANA            2","3-AUG-","13",NA,NA,NA,NA
"9876",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9877",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9878",NA,"Turks and Caicos Is.","NORTH CAROLINA     2","2-OCT-","13",NA,NA,NA,NA
"9879",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9880",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9881",NA,"Turks and Caicos Is.","NORTH DAKOTA       0","3-DEC-","13",NA,NA,NA,NA
"9882",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9883",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9884",NA,"Turks and Caicos Is.","NEBRASKA           1","8-MAY-","11",NA,NA,NA,NA
"9885",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9886",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9887",NA,"Turks and Caicos Is.","NEW HAMPSHIRE      2","6-APR-","06",NA,NA,NA,NA
"9888",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9889",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9890",NA,"Turks and Caicos Is.","NEW JERSEY         1","3-FEB-","12",NA,NA,NA,NA
"9891",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9892",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9893",NA,"Turks and Caicos Is.","NEW MEXICO         2","8-FEB-","12",NA,NA,NA,NA
"9894",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9895",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9896",NA,"Turks and Caicos Is.","NEVADA             1","0-FEB-","12",NA,NA,NA,NA
"9897",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9898",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9899",NA,"Turks and Caicos Is.","NEW YORK           0","3-DEC-","13",NA,NA,NA,NA
"9900",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9901",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9902",NA,"Turks and Caicos Is.","OHIO               0","3-DEC-","13",NA,NA,NA,NA
"9903",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9904",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9905",NA,"Turks and Caicos Is.","OKLAHOMA           0","4-OCT-","13",NA,NA,NA,NA
"9906",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9907",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9908",NA,"Turks and Caicos Is.","OREGON             0","1-JUN-","09",NA,NA,NA,NA
"9909",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9910",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9911",NA,"Turks and Caicos Is.","PENNSYLVANIA       2","8-FEB-","12",NA,NA,NA,NA
"9912",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9913",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9914",NA,"Turks and Caicos Is.","RHODE ISLAND       1","6-DEC-","98",NA,NA,NA,NA
"9915",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9916",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9917",NA,"Turks and Caicos Is.","SOUTH CAROLINA     3","0-APR-","13",NA,NA,NA,NA
"9918",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9919",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9920",NA,"Turks and Caicos Is.","SOUTH DAKOTA       2","8-FEB-","12",NA,NA,NA,NA
"9921",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9922",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9923",NA,"Turks and Caicos Is.","TENNESSEE          0","3-DEC-","13",NA,NA,NA,NA
"9924",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9925",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9926",NA,"Turks and Caicos Is.","TEXAS              0","3-MAR-","14",NA,NA,NA,NA
"9927",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9928",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9929",NA,"Turks and Caicos Is.","UTAH               1","6-DEC-","13",NA,NA,NA,NA
"9930",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9931",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9932",NA,"Turks and Caicos Is.","VIRGINIA           0","1-SEP-","10",NA,NA,NA,NA
"9933",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9934",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9935",NA,"Turks and Caicos Is.","VERMONT            3","0-APR-","13",NA,NA,NA,NA
"9936",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9937",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
"9938",NA,"Turks and Caicos Is.","WASHINGTON         3","0-APR-","13",NA,NA,NA,NA
"9939",NA,"Turks and Caicos Is.","CD  STATION         ","ICAO  ","IATA  ","SYNOP ","  LAT   ","  LONG   ","ELEV  "
"9940",NA,"Turks and Caicos Is.",NA,NA,NA,NA,NA,NA,NA
